-0.0589037 -0.0589037 -0.0589037 -0.0589037 -0.0589037 -0.0589037 -0.0589037 1.21201 -0.0589037 0.201677 -0.0589037 -0.0589037 -0.0589037 -0.0589037 -0.0589037 -0.0589037 -0.0589037 -0.0589037 -0.0589037 -0.0589037 -0.0589037 -0.0589037 -0.0589037 -0.0589037 -0.0589037 -0.0589037 
-0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 1.27 -0.0917204 -0.0917204 0.931291 -0.0917204 -0.0917204 -0.0917204 -0.0917204 
-0.077573 -0.077573 -0.077573 -0.077573 -0.077573 -0.077573 -0.077573 -0.162383 -0.077573 -0.077573 -0.077573 -0.077573 -0.077573 -0.077573 -0.077573 -0.077573 2.02414 -0.077573 -0.077573 -0.077573 -0.077573 -0.077573 -0.077573 -0.077573 -0.077573 -0.077573 
-0.0401356 -0.0401356 -0.0401356 -0.0401356 -0.0401356 -0.0401356 -0.0401356 -0.124946 -0.0401356 -0.0401356 -0.0401356 -0.0401356 -0.0401356 -0.0401356 1.0882 -0.0401356 -0.0401356 -0.0401356 -0.0401356 -0.0401356 -0.0401356 -0.0401356 -0.0401356 -0.0401356 -0.0401356 -0.0401356 
-0.0654995 -0.0654995 -0.0654995 -0.0654995 -0.0654995 -0.0654995 -0.0654995 -0.15031 -0.0654995 -0.0654995 -0.0654995 -0.0654995 -0.0654995 -0.0654995 -0.0654995 -0.0654995 -0.0654995 -0.0654995 -0.0654995 -0.0654995 -0.0654995 -0.0654995 -0.0654995 -0.0654995 -0.0654995 1.7223 
-0.0960869 -0.0960869 -0.0960869 -0.0960869 -0.0960869 -0.0960869 -0.0960869 -0.0960869 -0.0960869 -0.0960869 -0.0960869 -0.0960869 -0.0960869 -0.0960869 -0.0960869 -0.0960869 -0.197829 2.50391 -0.0960869 -0.0960869 -0.0960869 -0.0960869 -0.0960869 -0.0960869 -0.0960869 -0.0960869 
0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 -0.0776352 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 -0.0945667 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 
0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 -0.0776352 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 -0.0945667 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 
0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 -0.0776352 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 -0.0945667 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 0.00717508 
-0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 -0.0917204 1.27 -0.0917204 -0.0917204 0.931291 -0.0917204 -0.0917204 -0.0917204 -0.0917204 
